"","Group.1","Group.2","x","year"
"2039","Milk products","E07000039",2.756985572,2010
"2040","Non alcoholic drinks","E07000039",1.341432104,2010
"2041","Oils and fats","E07000039",0.34117835,2010
"2042","Other","E07000039",1.237958904,2010
"2043","Pasta","E07000039",0.185511725,2010
"2044","Poultry","E07000039",0.868657885,2010
"2045","Processed and Other Meat","E07000039",0.007245661,2010
"2046","Processed Meat","E07000039",2.844583356,2010
"2047","Red Meat","E07000039",1.333459156,2010
"2048","Rice","E07000039",0.138235136,2010
"2049","Sauces and spices","E07000039",0.086592987,2010
"2050","Sugar confectionary and jam","E07000039",1.536986956,2010
"2051","Takeaway","E07000039",1.722908421,2010
"2052","Tea","E07000039",0.211195558,2010
"2053","Tobacco","E07000039",1.801724867,2010
"2054","Vegtables","E07000039",3.263978153,2010
"2055","Alcohol at home","E07000040",3.553204815,2010
"2056","Alcohol away from home","E07000040",3.004919026,2010
"2057","Bread","E07000040",2.074175451,2010
"2058","Butter","E07000040",0.202148152,2010
"2059","Cakes puddings and pastry","E07000040",0.994714345,2010
"2060","Coffee","E07000040",0.318702665,2010
"2061","Eating out","E07000040",8.540197062,2010
"2062","Eggs","E07000040",0.31720139,2010
"2063","Fish","E07000040",1.181061026,2010
"2064","Fruit","E07000040",2.020570148,2010
"2065","Milk products","E07000040",3.029334503,2010
"2066","Non alcoholic drinks","E07000040",1.341671035,2010
"2067","Oils and fats","E07000040",0.391310628,2010
"2068","Other","E07000040",1.322660988,2010
"2069","Pasta","E07000040",0.17167825,2010
"2070","Poultry","E07000040",0.89298038,2010
"2071","Processed and Other Meat","E07000040",0.006643293,2010
"2072","Processed Meat","E07000040",3.178310602,2010
"2073","Red Meat","E07000040",1.52193579,2010
"2074","Rice","E07000040",0.127409891,2010
"2075","Sauces and spices","E07000040",0.091880114,2010
"2076","Sugar confectionary and jam","E07000040",1.67936323,2010
"2077","Takeaway","E07000040",1.541523035,2010
"2078","Tea","E07000040",0.244692522,2010
"2079","Tobacco","E07000040",1.896530033,2010
"2080","Vegtables","E07000040",3.469230512,2010
"2081","Alcohol at home","E07000041",3.250962223,2010
"2082","Alcohol away from home","E07000041",3.599323992,2010
"2083","Bread","E07000041",1.844734098,2010
"2084","Butter","E07000041",0.162016685,2010
"2085","Cakes puddings and pastry","E07000041",0.898148224,2010
"2086","Coffee","E07000041",0.259941994,2010
"2087","Eating out","E07000041",8.996704811,2010
"2088","Eggs","E07000041",0.275892752,2010
"2089","Fish","E07000041",0.978624136,2010
"2090","Fruit","E07000041",1.716970894,2010
"2091","Milk products","E07000041",2.652170213,2010
"2092","Non alcoholic drinks","E07000041",1.320437352,2010
"2093","Oils and fats","E07000041",0.32816488,2010
"2094","Other","E07000041",1.19516446,2010
"2095","Pasta","E07000041",0.178415684,2010
"2096","Poultry","E07000041",0.821747012,2010
"2097","Processed and Other Meat","E07000041",0.006728496,2010
"2098","Processed Meat","E07000041",2.772906012,2010
"2099","Red Meat","E07000041",1.246905857,2010
"2100","Rice","E07000041",0.136437064,2010
"2101","Sauces and spices","E07000041",0.081265662,2010
"2102","Sugar confectionary and jam","E07000041",1.495566572,2010
"2103","Takeaway","E07000041",1.862986871,2010
"2104","Tea","E07000041",0.202428586,2010
"2105","Tobacco","E07000041",1.995831027,2010
"2106","Vegtables","E07000041",3.107090904,2010
"2107","Alcohol at home","E07000042",3.414584011,2010
"2108","Alcohol away from home","E07000042",3.033168926,2010
"2109","Bread","E07000042",1.990365253,2010
"2110","Butter","E07000042",0.182864148,2010
"2111","Cakes puddings and pastry","E07000042",0.951271552,2010
"2112","Coffee","E07000042",0.297383706,2010
"2113","Eating out","E07000042",8.335514247,2010
"2114","Eggs","E07000042",0.295968452,2010
"2115","Fish","E07000042",1.068164663,2010
"2116","Fruit","E07000042",1.846699021,2010
"2117","Milk products","E07000042",2.879797802,2010
"2118","Non alcoholic drinks","E07000042",1.331011694,2010
"2119","Oils and fats","E07000042",0.364765629,2010
"2120","Other","E07000042",1.27266768,2010
"2121","Pasta","E07000042",0.177681155,2010
"2122","Poultry","E07000042",0.864991211,2010
"2123","Processed and Other Meat","E07000042",0.006194189,2010
"2124","Processed Meat","E07000042",3.037171919,2010
"2125","Red Meat","E07000042",1.406199673,2010
"2126","Rice","E07000042",0.120957311,2010
"2127","Sauces and spices","E07000042",0.082959808,2010
"2128","Sugar confectionary and jam","E07000042",1.604545081,2010
"2129","Takeaway","E07000042",1.60020132,2010
"2130","Tea","E07000042",0.223033256,2010
"2131","Tobacco","E07000042",1.976696906,2010
"2132","Vegtables","E07000042",3.29079567,2010
"2133","Alcohol at home","E07000043",3.410642511,2010
"2134","Alcohol away from home","E07000043",3.008158171,2010
"2135","Bread","E07000043",1.99756938,2010
"2136","Butter","E07000043",0.187244684,2010
"2137","Cakes puddings and pastry","E07000043",0.951735911,2010
"2138","Coffee","E07000043",0.299203858,2010
"2139","Eating out","E07000043",8.402490441,2010
"2140","Eggs","E07000043",0.301172338,2010
"2141","Fish","E07000043",1.096180893,2010
"2142","Fruit","E07000043",1.902995401,2010
"2143","Milk products","E07000043",2.886936302,2010
"2144","Non alcoholic drinks","E07000043",1.336990198,2010
"2145","Oils and fats","E07000043",0.365196057,2010
"2146","Other","E07000043",1.272768266,2010
"2147","Pasta","E07000043",0.17540985,2010
"2148","Poultry","E07000043",0.878126151,2010
"2149","Processed and Other Meat","E07000043",0.006071717,2010
"2150","Processed Meat","E07000043",3.000882102,2010
"2151","Red Meat","E07000043",1.435959522,2010
"2152","Rice","E07000043",0.134200586,2010
"2153","Sauces and spices","E07000043",0.087458303,2010
"2154","Sugar confectionary and jam","E07000043",1.602199668,2010
"2155","Takeaway","E07000043",1.599505742,2010
"2156","Tea","E07000043",0.223858454,2010
"2157","Tobacco","E07000043",1.885139765,2010
"2158","Vegtables","E07000043",3.316852544,2010
"2159","Alcohol at home","E07000044",3.613212518,2010
"2160","Alcohol away from home","E07000044",3.141844704,2010
"2161","Bread","E07000044",2.085596702,2010
"2162","Butter","E07000044",0.197006913,2010
"2163","Cakes puddings and pastry","E07000044",0.994844683,2010
"2164","Coffee","E07000044",0.318462287,2010
"2165","Eating out","E07000044",8.800903743,2010
"2166","Eggs","E07000044",0.315355769,2010
"2167","Fish","E07000044",1.171855659,2010
"2168","Fruit","E07000044",2.007729993,2010
"2169","Milk products","E07000044",3.016879327,2010
"2170","Non alcoholic drinks","E07000044",1.370994493,2010
"2171","Oils and fats","E07000044",0.386937558,2010
"2172","Other","E07000044",1.321894439,2010
"2173","Pasta","E07000044",0.179120815,2010
"2174","Poultry","E07000044",0.905938715,2010
"2175","Processed and Other Meat","E07000044",0.007245211,2010
"2176","Processed Meat","E07000044",3.166681267,2010
"2177","Red Meat","E07000044",1.510728686,2010
"2178","Rice","E07000044",0.133079883,2010
"2179","Sauces and spices","E07000044",0.091466879,2010
"2180","Sugar confectionary and jam","E07000044",1.675191249,2010
"2181","Takeaway","E07000044",1.604125011,2010
"2182","Tea","E07000044",0.239066632,2010
"2183","Tobacco","E07000044",1.930354834,2010
"2184","Vegtables","E07000044",3.492985482,2010
"2185","Alcohol at home","E07000045",3.527692936,2010
"2186","Alcohol away from home","E07000045",3.108164695,2010
"2187","Bread","E07000045",2.051717765,2010
"2188","Butter","E07000045",0.191387872,2010
"2189","Cakes puddings and pastry","E07000045",0.984369807,2010
"2190","Coffee","E07000045",0.304968115,2010
"2191","Eating out","E07000045",8.608608416,2010
"2192","Eggs","E07000045",0.308968478,2010
"2193","Fish","E07000045",1.1239733,2010
"2194","Fruit","E07000045",1.945509435,2010
"2195","Milk products","E07000045",2.972716116,2010
"2196","Non alcoholic drinks","E07000045",1.366345993,2010
"2197","Oils and fats","E07000045",0.379468391,2010
"2198","Other","E07000045",1.309599346,2010
"2199","Pasta","E07000045",0.178200468,2010
"2200","Poultry","E07000045",0.8848153,2010
"2201","Processed and Other Meat","E07000045",0.006797956,2010
"2202","Processed Meat","E07000045",3.131366536,2010
"2203","Red Meat","E07000045",1.459077309,2010
"2204","Rice","E07000045",0.130069744,2010
"2205","Sauces and spices","E07000045",0.088314215,2010
"2206","Sugar confectionary and jam","E07000045",1.651620293,2010
"2207","Takeaway","E07000045",1.622490469,2010
"2208","Tea","E07000045",0.234035464,2010
"2209","Tobacco","E07000045",1.943242784,2010
"2210","Vegtables","E07000045",3.416902108,2010
"2211","Alcohol at home","E07000046",3.467614974,2010
"2212","Alcohol away from home","E07000046",2.988860853,2010
"2213","Bread","E07000046",2.038948619,2010
"2214","Butter","E07000046",0.192433297,2010
"2215","Cakes puddings and pastry","E07000046",0.968824947,2010
"2216","Coffee","E07000046",0.314814486,2010
"2217","Eating out","E07000046",8.24149396,2010
"2218","Eggs","E07000046",0.306441432,2010
"2219","Fish","E07000046",1.119378889,2010
"2220","Fruit","E07000046",1.916835687,2010
"2221","Milk products","E07000046",2.966808192,2010
"2222","Non alcoholic drinks","E07000046",1.335359957,2010
"2223","Oils and fats","E07000046",0.379725843,2010
"2224","Other","E07000046",1.290050695,2010
"2225","Pasta","E07000046",0.172794152,2010
"2226","Poultry","E07000046",0.889715498,2010
"2227","Processed and Other Meat","E07000046",0.006074574,2010
"2228","Processed Meat","E07000046",3.123368276,2010
"2229","Red Meat","E07000046",1.47341454,2010
"2230","Rice","E07000046",0.120119598,2010
"2231","Sauces and spices","E07000046",0.087256439,2010
"2232","Sugar confectionary and jam","E07000046",1.631294821,2010
"2233","Takeaway","E07000046",1.553453826,2010
"2234","Tea","E07000046",0.234197444,2010
"2235","Tobacco","E07000046",2.055963938,2010
"2236","Vegtables","E07000046",3.361866425,2010
"2237","Alcohol at home","E07000047",3.5226194,2010
"2238","Alcohol away from home","E07000047",3.045040598,2010
"2239","Bread","E07000047",2.052029859,2010
"2240","Butter","E07000047",0.191485319,2010
"2241","Cakes puddings and pastry","E07000047",0.972179184,2010
"2242","Coffee","E07000047",0.317768368,2010
"2243","Eating out","E07000047",8.432391175,2010
"2244","Eggs","E07000047",0.307982334,2010
"2245","Fish","E07000047",1.132175857,2010
"2246","Fruit","E07000047",1.937976669,2010
"2247","Milk products","E07000047",2.97731172,2010
"2248","Non alcoholic drinks","E07000047",1.351420073,2010
"2249","Oils and fats","E07000047",0.379774375,2010
"2250","Other","E07000047",1.310454433,2010
"2251","Pasta","E07000047",0.17444785,2010
"2252","Poultry","E07000047",0.88690576,2010
"2253","Processed and Other Meat","E07000047",0.00659898,2010
"2254","Processed Meat","E07000047",3.129669836,2010
"2255","Red Meat","E07000047",1.480755871,2010
"2256","Rice","E07000047",0.124427065,2010
"2257","Sauces and spices","E07000047",0.089443954,2010
"2258","Sugar confectionary and jam","E07000047",1.64968727,2010
"2259","Takeaway","E07000047",1.562282806,2010
"2260","Tea","E07000047",0.234320004,2010
"2261","Tobacco","E07000047",1.995954268,2010
"2262","Vegtables","E07000047",3.410556078,2010
"2263","Alcohol at home","E07000048",3.547224507,2010
"2264","Alcohol away from home","E07000048",3.060586464,2010
"2265","Bread","E07000048",2.040105694,2010
"2266","Butter","E07000048",0.201752019,2010
"2267","Cakes puddings and pastry","E07000048",0.974868698,2010
"2268","Coffee","E07000048",0.312110735,2010
"2269","Eating out","E07000048",8.569565988,2010
"2270","Eggs","E07000048",0.313016825,2010
"2271","Fish","E07000048",1.179956458,2010
"2272","Fruit","E07000048",2.007857234,2010
"2273","Milk products","E07000048",2.971085867,2010
"2274","Non alcoholic drinks","E07000048",1.311448402,2010
"2275","Oils and fats","E07000048",0.37936061,2010
"2276","Other","E07000048",1.29617977,2010
"2277","Pasta","E07000048",0.167721093,2010
"2278","Poultry","E07000048",0.870055379,2010
"2279","Processed and Other Meat","E07000048",0.006710793,2010
"2280","Processed Meat","E07000048",3.123737933,2010
"2281","Red Meat","E07000048",1.501306037,2010
"2282","Rice","E07000048",0.122274083,2010
"2283","Sauces and spices","E07000048",0.088387887,2010
"2284","Sugar confectionary and jam","E07000048",1.666997936,2010
"2285","Takeaway","E07000048",1.551539397,2010
"2286","Tea","E07000048",0.241410241,2010
"2287","Tobacco","E07000048",1.825674007,2010
"2288","Vegtables","E07000048",3.415836776,2010
"2289","Alcohol at home","E07000049",3.593156441,2010
"2290","Alcohol away from home","E07000049",3.071965622,2010
"2291","Bread","E07000049",2.059769488,2010
"2292","Butter","E07000049",0.202778097,2010
"2293","Cakes puddings and pastry","E07000049",0.989420929,2010
"2294","Coffee","E07000049",0.316731221,2010
"2295","Eating out","E07000049",8.725861089,2010
"2296","Eggs","E07000049",0.316754066,2010
"2297","Fish","E07000049",1.187195146,2010
"2298","Fruit","E07000049",2.036182219,2010
"2299","Milk products","E07000049",2.996666641,2010
"2300","Non alcoholic drinks","E07000049",1.332394962,2010
"2301","Oils and fats","E07000049",0.386932983,2010
"2302","Other","E07000049",1.310594693,2010
"2303","Pasta","E07000049",0.172336632,2010
"2304","Poultry","E07000049",0.895035764,2010
"2305","Processed and Other Meat","E07000049",0.007275534,2010
"2306","Processed Meat","E07000049",3.147851172,2010
"2307","Red Meat","E07000049",1.526469712,2010
"2308","Rice","E07000049",0.127533954,2010
"2309","Sauces and spices","E07000049",0.089724994,2010
"2310","Sugar confectionary and jam","E07000049",1.674875039,2010
"2311","Takeaway","E07000049",1.534764454,2010
"2312","Tea","E07000049",0.242552604,2010
"2313","Tobacco","E07000049",1.818818679,2010
"2314","Vegtables","E07000049",3.468662061,2010
"2315","Alcohol at home","E07000050",3.531302143,2010
"2316","Alcohol away from home","E07000050",3.238528345,2010
"2317","Bread","E07000050",2.018176625,2010
"2318","Butter","E07000050",0.19061871,2010
"2319","Cakes puddings and pastry","E07000050",0.967379036,2010
"2320","Coffee","E07000050",0.309462437,2010
"2321","Eating out","E07000050",8.725905512,2010
"2322","Eggs","E07000050",0.304677511,2010
"2323","Fish","E07000050",1.121855426,2010
"2324","Fruit","E07000050",1.932531719,2010
"2325","Milk products","E07000050",2.953333783,2010
"2326","Non alcoholic drinks","E07000050",1.357594198,2010
"2327","Oils and fats","E07000050",0.369748536,2010
"2328","Other","E07000050",1.296423811,2010
"2329","Pasta","E07000050",0.177618942,2010
"2330","Poultry","E07000050",0.888063659,2010
"2331","Processed and Other Meat","E07000050",0.005707053,2010
"2332","Processed Meat","E07000050",3.079995921,2010
"2333","Red Meat","E07000050",1.453260926,2010
"2334","Rice","E07000050",0.126321332,2010
"2335","Sauces and spices","E07000050",0.086835234,2010
"2336","Sugar confectionary and jam","E07000050",1.629582275,2010
"2337","Takeaway","E07000050",1.652021815,2010
"2338","Tea","E07000050",0.232937961,2010
"2339","Tobacco","E07000050",1.968959822,2010
"2340","Vegtables","E07000050",3.391456015,2010
"2341","Alcohol at home","E07000051",3.580898841,2010
"2342","Alcohol away from home","E07000051",3.16644043,2010
"2343","Bread","E07000051",2.023155059,2010
"2344","Butter","E07000051",0.194415647,2010
"2345","Cakes puddings and pastry","E07000051",0.970179843,2010
"2346","Coffee","E07000051",0.308685295,2010
"2347","Eating out","E07000051",8.732127387,2010
"2348","Eggs","E07000051",0.308227804,2010
"2349","Fish","E07000051",1.148587765,2010
"2350","Fruit","E07000051",1.956358586,2010
"2351","Milk products","E07000051",2.932013007,2010
"2352","Non alcoholic drinks","E07000051",1.33153186,2010
"2353","Oils and fats","E07000051",0.373534751,2010
"2354","Other","E07000051",1.284100863,2010
"2355","Pasta","E07000051",0.175070554,2010
"2356","Poultry","E07000051",0.888021034,2010
"2357","Processed and Other Meat","E07000051",0.00715322,2010
"2358","Processed Meat","E07000051",3.101136257,2010
"2359","Red Meat","E07000051",1.479731426,2010
"2360","Rice","E07000051",0.125736962,2010
"2361","Sauces and spices","E07000051",0.087475738,2010
"2362","Sugar confectionary and jam","E07000051",1.627902961,2010
"2363","Takeaway","E07000051",1.59737444,2010
"2364","Tea","E07000051",0.234733457,2010
"2365","Tobacco","E07000051",1.903784736,2010
"2366","Vegtables","E07000051",3.39756862,2010
"2367","Alcohol at home","E07000052",3.582004412,2010
